
Number of hit	Text ID	Concordance line
670	5213147	I have something there for you ... some flowers ... if you get to arrive , you can save them . And he/she reminds you , Charlie ... If you talk to somebody about this , one polices , to the die , no you Charlie , them . As <<< he/she >>> said , Charlie . There are rules in this . He/she sees the light post in front , the globe is ... it is more or less the size of your head . And he/she reminds you , if you speak with somebody they will die . As your family
671	5227176	- where of he/she does ? - In solution . - this ! - Like this ! - where of you he/she does have ? - Of photographer . - where of he/she does ? ! I-dear this to destroy . you are the jealous fool . and me subsequent <<< he/she >>> saw this . - glance . - This . only to look . quite good me what was the one ? only you were . I would like like this to look now . this Mary . I am careful that/IN you age as good wine . and I in
672	5221002	in my stick and he/she stops to hold as dog I believe that/IN the government does n't hide him/it truth ... or for that call them " foreigners " , " illegal foreigners " as the Latins , Hispanic , Mexican people of that type why then the government do <<< he/she >>> call this " foreigners ? " If they wo n't think that/IN they are of some " other place " do they understand ? ... that/IN the government he/she suspected certain point even because they knew that/IN that is " foreign " Peep him he , peep him him In
673	5234500	in that/IN a long time planet . nobody knows . there is a little . and I do n't make this wants any thing that/IN to jump . did you Feel so once ? me This if you should not propose . I please am that/IN you made this . <<< he/she >>> Forced me this to think , I talked about this about everything . of all safe mine the best friend . you are as rude beautiful . if I want you to as this this will be me to drop and to resist me per capita . there now I
674	5213147	of the convoy . Then you think all are linked . The park is very small for so much coincidence . Ok , that it is to the to flee our suspect ? I do n't know , but we will have of stopping quickly . What road do think <<< he/she >>> chose ? The mountains to our turn , or it was underneath of the river . He/she has to be for the river . Now yes , you are to think Sherlock . I hope it is comfortable . - It is going to the hell . - I live
675	5212208	, you that you/they want to put on crazy with Greenville . And believe me that/IN if they made it , I will be the first in giving them . We should think of this . For a lot of time we live in trust . Shaggy made that/IN , <<< he/she >>> made us stronger . But if we leave tonight ... the trust finishes . We will have a war , is that/IN what you/they want ? No ... no ... Shaggy is dead . itisThisway ... Greenville tortured to our siblings . Jesse , do you know why ? Because
676	5225504	this for he/she will do for a commitment to himself with my son ! his/her son is bitter in ass with ulcer . remove this ! good . It is simple . It is insolent , he/she kisses with my daughter in my eyes . moment . what does make <<< he/she >>> ? this really the , does truth , torment ? ? eby ? that/IN he him/it manners . which does like this for laughter the ? anything . on this , this , this . on this , this , this ! which is ? anything . I am not
677	5218311	will this divide ? Who are you ? Speak now ! This has 5 kilograms of tan meat at the end of the gun . I trigger closed . You are not the user authorized of this he/she arms . He intends to share their food with you . Did <<< he/she >>> speak their rifle with me ? Tallis was programmed for to kill and not to be a nurse , then ... be careful with that/IN that he/she will make ensguida . Him this wants ? You are one of E700 . A special troop . They said that/IN all you
678	5246164	it concession-in-helps the finalist ! this has to be his/her happy day . - and you ! - The one all possible means and he/she thanks for our interval store . do I Can in something help ? I Seek Justina . this next different customer is ? nor , <<< he/she >>> has liberates today . Does he/she can me I can help ? this . this , this , this . He/she wanted to speak of Justinem on chosen shelf . my specialty . I was for ten carpenter of years . were you ? I Had license . license ?
679	5212208	lost my wife . I lost my partner . Then , perhaps I do n't care . But to who he cares it . I say , perhaps to my I do n't care it , what cono , it does n't interest me ... to make the work , <<< he/she >>> leaves that , I am the best detective that/IN you have ... curse , we go . Leave it . Mother 's Cono . Well , he/she sends all all those that/IN you want , mother 's cono ... but I will tell you that , you want to know
680	5213147	! I have a robbery in the park , a telem ? vel . Suspect escaped among them hoist , and it is going in the direc ? ? o This , I need the Police of Los Angeles . Attention the all of the units of the park , <<< he/she >>> looks for of a suspect , Caucasian , 1.82 meters , 87 kilos . Telem ? vel robbery . He/she is careful Charlie . Hello , I am me again . Charlie , I called the school , your children are well , but I did n't get to find
681	5212208	it ? - What ? - The bracelet ... from where did you take out it ? You know from where I took out it . Did Shaggy give it to you , not ? Of what do you speak ? You that/IN you saw it . and you that <<< he/she >>> gave you the happened . So tell me . Not I can . Trigger would kill me , you know the crazy thing that/IN it is . Do n't worry about Trigger ... You look at me ... you look at me . I want to know what it happened
